aX,aY,aZ,gX,gY,gZ
-1.15,1.47,0.62,-174.01,51.21,-42.72
-0.74,0.94,0.49,64.88,-1.46,0.92
-0.42,0.89,0.18,56.34,29.79,-31.43
-0.67,0.55,0.1,-68.48,51.45,-49.19
-0.66,0.81,0.13,-73.43,18.19,-33.75
-4,2.55,0.76,232.18,18.98,1056.21
-4,4,1.04,194.46,-143.07,1139.47
-4,4,1.78,7.75,-232.6,764.1
-3.5,4,-0.59,-85.45,216.37,554.63
-1.04,4,0.36,180.85,-241.03,257.75
-1.02,1.93,1.18,-245.85,-11.54,-46.88
-0.98,0.68,0.89,-172,81.6,-8.73
-0.41,1.11,0.48,95.21,-31.07,23.19
-0.35,0.88,0.53,-64.15,45.1,-44.13
-0.63,0.63,0.43,-107.12,64.58,-54.38
-4,3.63,-0.18,248.11,337.1,1046.63
-4,4,-0.16,539.37,-246.03,1033.57
-4,4,0.78,-398.56,-33.51,873.47
-0.41,4,0.25,397.95,-187.26,442.75
-1.82,1.74,0.82,-217.47,135.74,-21.97
-1.55,0.78,0.44,-142.82,77.76,84.29
-0.52,1.5,0.55,132.39,-71.59,125.43
-0.5,1.16,0.53,-114.5,73.36,9.7
-0.63,0.94,0.14,-80.38,72.69,3.23
-0.56,1.16,0.23,28.81,-2.01,-4.64
-4,2.32,0.96,335.08,-21.67,945.07
-4,4,1.82,529.91,-324.77,929.08
-4,4,1.93,-164.06,-72.08,621.09
-3.51,4,1.85,145.87,-175.23,513.18
-0.7,3.77,2.15,-34,-41.99,161.25
-2.28,0.54,0.66,-100.04,145.63,1.1
-0.51,1.24,0.56,158.87,-54.02,108.95
-0.54,0.71,0.51,-54.93,86,-6.9
-0.62,0.6,0.38,4.27,21.12,46.75
-0.32,1.1,0.36,4.15,8.73,26.73
-4,3.18,0.68,205.2,-39.12,995.85
-4,4,1.85,153.69,-199.77,883.85
-4,4,2.37,-127.69,54.99,638.85
-2.73,4,0.29,151.12,13.49,441.53
-0.92,3.78,1.14,-10.13,-51.88,197.81
-0.76,1.85,1.33,-48.34,18.98,58.17
-0.26,1.33,0.92,58.11,3.78,8.06
-0.27,0.73,0.78,-8.67,15.5,-47.91
-0.16,0.83,0.62,-34.73,5.86,-26.06
-0.18,0.94,0.61,-63.66,6.84,-51.64
-3.7,-1.95,1.54,26.18,79.9,442.14
-4,-0.5,1.87,145.75,94.36,757.87
-4,2.07,1.6,521.85,45.29,1051.82
-4,4,3.3,538.51,-299.13,878.48
-4,4,2.7,-301.45,42.48,704.1
-2.75,4,1.13,292.11,-117.8,379.09
-1.47,2.63,1.55,-107.54,36.01,27.89
-0.87,1.08,1.08,149.41,-30.76,77.39
-0.47,1.07,0.76,-19.65,20.02,21.79
-0.56,0.68,0.85,-13.37,19.96,-12.76
-3.5,-2.96,1.49,-76.72,166.5,182.37
-4,-2.09,1.45,-1.16,243.96,613.89
-4,0.35,0.79,251.16,124.63,968.57
-4,4,0.92,212.04,-88.81,964.29
-4,4,2.35,-56.52,-3.42,707.21
-3.92,4,-0.5,108.4,83.31,586.36
-1.42,4,0.67,-5.43,-90.33,347.72
-0.72,2.25,1.11,-26.37,19.71,31.49
-0.47,1.19,0.63,30.64,4.39,-9.7
-0.27,0.86,0.78,-26.73,1.77,-24.35
-4,2.5,1.2,443.3,-68.18,873.35
-4,4,2.68,264.59,-269.17,672.49
-4,3.04,2.56,-162.41,44.07,480.1
-2.08,3.71,0.41,124.33,-18.37,347.84
-1.07,2.79,0.99,-96.07,-67.38,172.18
-0.48,1.9,1.39,-48.83,-18.43,95.95
-0.2,1.44,0.89,72.45,13.31,7.32
-0.25,1.07,0.62,-18.8,13.92,-54.02
-0.24,0.88,0.69,-97.84,9.09,-49.62
-0.25,1.08,0.71,-96.13,27.71,-76.48
-4,2.03,1.44,366.82,-196.84,700.5
-4,3,2.04,92.35,-286.38,590.94
-3.92,3.54,1.64,-173.83,-49.99,486.21
-2.2,3.66,1.25,52,-62.07,256.1
-1.04,2.49,0.89,-58.84,19.41,48.58
-1.24,0.85,0.58,-89.97,65.86,-20.81
-0.59,0.89,0.34,55.18,17.64,-7.75
-0.53,0.68,0.18,-37.6,35.77,-45.17
-0.69,0.59,0.25,-78.92,18.37,-48.28
-0.6,1.12,0.39,-65.19,0.92,-51.03
-4,3.85,0.08,316.83,-124.63,1207.28
-4,4,1.2,260.01,-479.13,1300.48
-4,4,3.16,-322.39,-135.44,786.44
-3.41,4,-0.13,22.09,145.45,293.27
-1.15,3.41,0.57,-39.79,-59.75,112.18
-1.29,1.31,1.03,-165.83,29.11,-11.23
-0.66,1.21,0.59,10.68,25.7,38.27
-0.43,0.84,0.45,-45.59,38.82,-30.7
-0.61,0.49,0.46,-68.05,47.49,-37.96
-0.58,0.77,0.34,-19.04,30.27,-21.85
-4,3.7,-0.01,492.43,341.98,1172.36
-4,4,1.3,624.27,-334.66,1302.31
-4,4,2.58,-284.48,-27.28,730.9
-3.1,4,0.11,103.94,152.28,316.53
-0.94,3.42,0.44,75.62,-21.91,129.27
-1.18,1.39,0.98,-118.9,25.39,23.86
-0.25,1.52,0.9,25.51,-28.2,60.12
-0.1,1.14,0.76,-71.9,31.68,-38.88
-0.24,0.56,0.6,-20.32,20.63,-52.12
-0.52,0.35,0.4,-21.91,33.02,-44.25
-4,3.4,0.54,351.5,37.78,1177.73
-4,4,1.97,270.02,-269.35,988.95
-4,4,1.11,-264.65,254.58,713.01
-1.26,4,0.77,225.59,-155.27,255.8
-1.14,1.8,1.28,-131.29,54.44,-41.81
-0.56,0.56,0.95,67.26,-5.55,-3.85
-0.31,0.45,0.67,15.56,-7.69,0.92
-0.18,0.54,0.88,-48.46,-7.87,13.92
-0.24,0.5,0.83,-18.86,16.11,-1.22
-0.42,0.66,0.41,36.99,5.31,-12.82
-4,2.93,0.85,311.52,58.78,1108.89
-4,4,2.41,628.36,-440.19,1121.89
-4,4,3.19,-329.47,-32.78,611.82
-2.4,4,1.14,71.9,-10.25,426.15
-0.92,3.4,1.92,-34.12,-39.37,135.31
-1.3,1.46,0.96,-82.28,172.06,2.93
-0.57,1.24,0.23,108.89,-13.85,70.5
-0.19,0.98,0.49,-100.4,40.04,9.03
-0.45,0.62,0.52,-123.96,80.2,-12.27
-0.31,0.82,0.18,10.74,41.32,-5.8
-3.99,-1.49,2.48,-16.97,151.79,87.04
-4,-0.44,1.71,353.52,204.71,534.36
-4,2.79,0.48,189.58,281.13,1175.05
-4,4,0.86,336.24,-24.23,1299.74
-4,4,1.5,-83.62,-25.15,1012.51
-1.64,4,-2.2,5.13,245.73,599.98
-3.23,1.11,0.87,-6.59,-22.95,-216.98
-0.61,1.13,0.8,28.56,-18.01,80.2
-0.25,1.36,0.73,-41.02,27.83,86.06
-0.22,1.27,0.79,-40.77,15.87,25.51
-3.97,-2.03,2.37,-78.55,183.72,66.83
-4,-1.56,2.3,137.57,470.64,516.48
-4,1.42,0.29,554.02,217.04,1150.39
-4,4,2.55,607.67,-289.73,1386.05
-4,4,4,-69.58,-145.69,858.64
-2.95,4,0.66,52.43,133.54,423.71
-1.14,3.52,1.26,-42.6,-13.12,145.75
-0.52,1.42,1.26,-37.84,0.55,36.07
-0.31,0.83,0.93,-28.32,2.38,19.1
-0.26,0.64,0.78,-34,-8.67,14.77
-2.99,-2.61,1.65,51.7,-3.11,179.38
-4,-1.62,1.39,242.8,22.89,622.5
-4,0.23,1.54,262.27,-99.06,972.47
-4,4,3.39,418.09,-226.38,1074.65
-4,4,3.07,-16.42,-153.26,686.28
-3.93,4,0.3,-102.11,46.75,540.53
-1.62,4,1.59,-33.39,-83.5,236.08
-1.22,2.11,0.82,-109.5,60.49,38.94
-0.5,1.24,0.49,6.47,13.92,22.09
-0.38,0.77,0.51,-66.16,31.43,-20.32
-4,2.48,1.1,270.94,-98.94,1086.55
-4,4,1.63,282.29,-327.94,1264.89
-4,4,2.48,27.77,-166.14,710.08
-4,4,-0.46,-171.75,257.75,642.33
-1.24,4,1.59,137.02,-432.8,289.86
-1.39,1.87,1.79,-280.03,170.84,-33.33
-0.9,0.85,0.36,16.78,147.64,22.09
-0.3,1.02,-0.09,42.3,13.24,-0.49
-0.36,0.63,0.27,-177,34,-36.44
-0.38,0.66,0.6,-174.87,42.05,-12.51
-3.21,-2,2.47,-147.46,133.3,-21
-4,-1.14,1.97,162.41,440.37,427.55
-4,1.28,0.38,371.7,341.67,928.96
-4,4,0.53,435.42,-89.29,1337.52
-4,4,2.99,325.5,-417.42,1009.16
-4,4,-0.09,-422.12,250.55,617.13
-2.14,4,0.95,152.1,-140.56,325.56
-1.05,2.43,1.21,-82.28,89.6,-16.91
-0.61,1.17,0.56,31.01,31.49,41.02
-0.32,1.06,0.52,-21.79,14.89,0.12
-3.56,-1.87,2.39,-108.28,205.32,-114.69
-4,-1.5,1.1,179.02,555.48,424.62
-4,1.87,0.42,304.87,355.65,878.42
-4,4,0.41,575.93,61.04,1230.83
-4,4,1.51,129.88,-317.99,987.3
-2.75,4,0.48,-323.79,125.98,576.54
-1.77,4,-0.89,188.6,-14.59,245.24
-1.17,1.91,-0.04,-117.07,-14.4,64.03
-0.68,1.52,0.33,-29.05,-12.88,138.31
-0.37,1.4,0.21,-9.46,15.38,50.66
-3.91,-2.43,1.72,-116.64,181.7,153.75
-4,0.15,1.77,-13.55,336.79,610.96
-4,2.34,0.36,512.45,188.66,975.16
-4,4,0.77,546.2,-366.09,1146.91
-4,4,2.56,-78.06,-431.82,787.96
-3.99,4,0.58,-273.01,152.34,657.53
-1.48,4,1.05,229.61,-268.55,311.71
-1.18,1.89,1.08,-321.53,191.89,-62.93
-1.13,0.69,0.29,42.42,73.55,55.05
-0.32,1.13,-0.08,141.72,-20.39,57.68
-4,3.63,-0.19,258.79,123.35,1114.26
-4,4,1.45,337.65,-339.05,1046.81
-4,4,1.04,-207.95,-2.56,661.99
-3.16,4,0.28,-49.01,33.63,485.05
-0.84,4,1.01,2.56,-57.74,269.29
-0.97,1.99,0.88,-98.14,8.73,1.28
-0.59,1.2,0.44,-100.28,18.74,2.5
-0.28,1.12,0.5,-83.19,-2.26,-53.89
-0.39,0.95,0.49,-64.82,3.78,-80.32
-0.39,0.98,0.3,-10.44,-0.06,-89.29
-4,3.06,-0.48,375.55,245.91,990.72
-4,4,0.4,534.97,-225.52,1167.05
-4,4,1.82,150.63,-430.3,843.14
-1.86,4,0.11,-442.32,249.21,372.68
-1.75,3.13,0.24,-53.04,84.47,162.84
-0.66,2.12,0.53,82.15,-45.9,68.36
-0.66,1.3,0.38,-59.33,56.82,0.92
-0.39,0.99,0.37,-41.44,-0.92,-15.75
-0.29,0.85,0.43,-74.52,30.94,-57.31
-0.42,0.73,0.39,-88.01,47.55,-58.78
-4,-1.82,2.59,-9.64,165.83,257.69
-4,2.05,0.71,413.09,355.22,992.92
-4,4,0.7,406.86,-62.68,1409.48
-4,4,3.31,141.17,-433.47,1125.31
-4,4,0.7,-392.76,425.6,525.33
-2.15,4,-2.02,101.26,61.52,307.01
-1.09,2.55,0.65,-94.48,-125.18,-40.1
-0.45,1.3,0.71,-95.34,24.23,8.85
-0.21,1.08,0.33,50.96,14.71,-13.55
-0.19,0.81,0.37,30.27,-2.5,-41.08
-3.61,-2.84,2.13,-281.62,-21.48,25.63
-4,0.21,2.26,88.81,182.68,724.12
-4,2.21,0.66,305.48,201.23,974.37
-4,4,1.12,461.98,-266.78,1116.09
-4,4,1.29,-19.04,-163.45,777.95
-3.51,4,-0.33,-314.76,191.89,583.44
-2.01,4,0.96,65.55,-148.56,223.94
-0.94,2.53,0.72,-156.92,149.48,97.84
-0.82,1.53,-0.2,-26.31,107.3,21.3
-0.42,1.22,-0.2,-17.64,32.59,4.64
-3.53,-2.02,2.1,-217.47,315.31,112.3
-4,-1.14,1.42,180.36,315.86,368.04
-4,0.61,-0.17,216.8,384.03,705.57
-4,4,-0.81,353.21,121.46,989.01
-4,4,0.13,221.37,-307.5,937.56
-4,4,1.26,-286.13,-136.41,760.5
-2.78,4,-0.24,-57.86,70.8,476.26
-1.05,2.85,0.43,-23.25,-80.63,133.54
-1.29,1.12,0.52,-190.55,56.82,59.08
-0.96,1.26,0.34,33.81,18.07,119.38
-3.66,-1.5,2.25,-58.29,167.36,292.3
-4,0.23,1.27,166.99,359.99,676.03
-4,2.7,0.04,429.93,110.35,1100.59
-4,4,0.85,442.38,-344.3,1091.92
-4,4,1.25,-98.45,-290.34,813.48
-3.72,4,1.43,28.5,-124.33,672.06
-0.92,3.46,2.3,-191.53,76.72,-52.55
-1.22,0.36,0.55,-50.11,46.63,58.17
-0.04,1.33,0.57,95.03,-53.83,64.51
-0.24,0.93,0.58,-170.04,52.92,-62.87
-3.87,-2.01,1.8,-182.5,144.53,210.45
-4,-0.48,1.51,139.28,329.83,587.52
-4,1.96,0.09,382.08,233.52,920.04
-4,4,1.38,354.19,-254.03,1125.61
-4,4,3.4,192.26,-361.63,781.25
-4,4,1.82,-78.98,-106.63,691.16
-1.11,4,2.06,69.52,-300.29,274.66
-1.02,1.89,2.07,-265.38,147.52,-123.72
-0.8,0.52,0.64,77.64,52.19,-7.14
-0.13,0.88,0.38,31.25,1.16,-20.63
-3.05,-2.14,2.47,-269.47,279.36,29.42
-4,-1.74,1.7,134.03,509.64,386.35
-4,0.61,0.11,409,344.42,754.33
-4,4,0.13,568.3,-173.22,1043.21
-4,4,1.86,27.77,-328.92,720.95
-2.91,4,-0.11,-251.46,220.03,504.21
-1.74,4,0.62,112.67,-158.51,285.46
-0.8,2.65,1.33,-199.71,79.53,54.75
-0.94,1.09,0.23,-27.65,146.48,30.52
-0.43,1.02,-0.17,77.58,13.31,42.72
-3.38,-1.77,2.63,-128.05,277.89,69.27
-4,-0.85,1.44,264.04,408.26,542.18
-4,1.44,-0.16,375.43,356.87,1039.43
-4,4,0.3,712.1,-236.82,1194.7
-4,4,0.94,-172.42,-206.91,869.63
-4,4,0.44,0.55,-85.75,596.8
-0.87,3.65,1.59,-34,-135.19,54.81
-1.96,0.42,0.61,-191.59,114.75,-59.39
-0.77,1.16,-0.09,227.97,-49.19,112.73
-0.36,1.33,0.24,-89.97,13.18,30.09
-3.9,-1.6,1.89,15.81,216.37,301.21
-4,0.01,1.81,185.18,229.43,698.55
-4,2.51,0.6,310.85,226.32,1083.25
-4,4,1.68,421.14,-279.48,1129.64
-4,4,1.16,-224.24,-85.33,751.59
-3.7,4,-0.33,51.88,14.95,618.96
-0.61,3.64,1.74,24.48,-131.23,-2.56
-1.96,0.54,0.63,-241.15,192.32,-119.14
-0.3,1.05,0.09,149.29,-45.35,63.35
-0.03,1.18,0.46,-75.87,8.24,-23.38
-3.42,-2.04,2.43,-52.49,145.69,114.99
-4,-0.77,2.04,205.38,287.41,514.53
-4,1.81,0.53,356.45,329.16,993.65
-4,4,0.7,624.39,-83.37,1108.76
-4,4,1.94,269.23,-384.16,830.93
-3.36,4,0.21,-348.08,56.4,572.75
-1.97,4,1.07,106.99,-228.15,236.33
-1.16,1.93,1.1,-297.49,118.41,-49.8
-1.07,0.42,-0.2,-2.75,138.79,14.65
-0.39,0.95,-0.55,122.01,19.41,46.08
-3.33,-2.2,2.67,-95.58,-3.11,7.32
-4,-0.94,2.11,169.92,296.81,481.2
-4,1.6,0.84,249.57,286.68,1008.36
-4,4,0.8,465.21,-21,1235.29
-4,4,1.58,304.63,-316.28,969.54
-4,4,-0.74,-183.84,80.26,754.46
-2.13,4,1.73,-45.23,-280.21,281.92
-1.67,1.99,1.36,-85.08,177.92,44.31
-0.79,1.51,-0.15,64.94,19.84,106.69
-0.31,1.28,0.61,-115.17,-27.53,15.63
-3.65,-1.87,2.39,-93.99,42.97,38.88
-4,-0.23,1.95,205.32,424.93,545.53
-4,3.17,0.41,401.06,274.48,1127.44
-4,4,0.29,466.92,-12.82,1457.76
-4,4,2.86,244.93,-536.74,882.32
-3.33,4,-0.12,-206.91,212.59,420.17
-2.04,3.55,0.52,7.75,-19.29,206.97
-0.84,2.41,0.59,6.84,26.49,60.79
-0.73,1.42,0.38,-53.22,48.1,18.86
-0.37,1.22,0.46,-1.83,-4.58,10.8
-4,-2.21,1.15,-59.51,188.96,278.99
-4,-0.82,0.82,120.48,98.69,743.77
-4,2.53,1.48,271.06,-164.67,1248.78
-4,4,4,268.62,-252.62,1003.05
-4,4,4,-24.41,-173.77,935.12
-1.39,4,1.2,124.15,-156.37,506.23
-2.1,1.12,2,-110.72,158.51,-208.31
-0.4,0.12,-0.23,39.49,4.88,-2.69
0.03,0.48,1.44,-143.07,-36.74,81.36
0.1,1.05,1.2,-30.64,25.57,28.2
-4,-2.02,2.14,-29.54,153.75,126.71
-4,-0.34,1.78,100.65,512.82,786.01
-4,3.34,0.88,538.7,53.65,1246.4
-4,4,2.81,389.83,-299.19,1305.18
-4,4,4,-59.2,-114.87,950.38
-3.23,4,-0.45,212.95,8.18,521.79
-0.56,4,2.08,-256.1,-8.73,22.95
-0.92,0.92,0.34,142.58,47.97,-10.38
-0.16,1.42,-0.03,-15.5,-21.85,-2.69
-0.32,1.05,0.86,-164.37,-32.04,-44.49
-3.84,-1.79,1.88,-101.62,206.97,88.56
-4,-0.51,1.87,198.3,253.36,661.5
-4,3.12,1.16,392.27,118.59,1154.91
-4,4,1.59,506.53,-218.02,1329.04
-4,4,1.6,-3.78,-268.49,1000.98
-4,4,-1.09,-214.36,73.67,704.53
-1.05,4,2.06,81.85,-359.44,300.23
-2.38,1.5,0.61,-333.31,218.32,-82.09
-0.93,1.43,-0.27,202.94,-54.57,122.44
-0.44,1.44,0.18,-84.66,-30.88,20.26
-4,-1.38,2.13,9.83,138.06,224.3
-4,0.34,1.32,171.51,351.99,729.61
-4,3.52,0.6,364.2,140.62,1251.22
-4,4,2.11,390.01,-268.74,1298.58
-4,4,1.09,-261.66,-33.75,898.62
-3.55,4,1.01,180.85,-205.81,561.71
-1.06,3.86,1.88,-165.34,42.72,74.28
-1.74,0.94,0.26,16.72,91.06,43.7
-0.3,1.46,-0.06,-74.28,-26.86,6.59
-0.48,0.87,0.75,-206.3,-23.62,-57.56
-4,1.42,2.33,329.53,-263.24,1003.11
-4,3.44,4,218.26,-318.66,778.75
-4,4,3.07,25.45,-135.74,591.86
-2.16,4,2.4,-129.82,-157.96,338.2
-0.74,3.08,2.32,3.23,-13.24,98.45
-0.69,1.45,0.61,34.18,78.67,-35.28
-0.38,0.89,0.36,-106.93,38.33,-63.78
-0.37,0.47,0.95,-52.37,21.42,-102.23
-0.37,0.33,0.44,-0.98,50.35,-91.06
-0.39,0.43,0.26,-107.48,37.05,-91.25
-4,2.33,2,314.88,-108.76,779.3
-4,4,3.99,86.12,-185.91,552.31
-0.05,4,0.2,65.19,17.15,515.56
-2.16,-0.81,1.64,566.22,452.58,881.53
0.17,1.47,2.78,118.96,-295.17,-177.86
-0.4,1.54,0.97,-268.07,307.56,-102.29
-0.37,1.85,0.5,174.87,-43.88,-151.31
-0.08,1.28,0.66,-148.8,75.99,-236.76
-0.33,0.15,1.3,-313.23,106.99,-219.24
-0.09,0.01,0.78,-43.46,5.37,-215.21
-3.73,-1.82,2.18,-135.62,230.59,32.23
-4,-0.95,2.07,124.57,391.3,439.39
-4,1.43,0.84,467.04,324.04,851.93
-4,4,1.02,618.77,-258.97,1144.78
-4,4,2.84,20.26,-396.61,721.37
-3.38,4,1.02,-363.53,138.98,554.38
-1.26,4,0.69,184.2,-85.94,272.58
-0.72,2.6,0.89,-128.05,85.39,-7.69
-0.46,1.32,0.41,-49.32,35.03,10.86
-0.24,1.1,0.37,-17.4,-3.17,-30.46
-4,-3.35,1.73,41.81,275.57,146.42
-4,-0.92,1.92,199.77,182.5,671.39
-4,2.35,0.95,450.07,101.93,999.51
-4,4,1.54,496.34,-402.83,1036.56
-4,4,2.99,-262.7,-111.27,522.64
-2.37,4,0.26,-65.67,203.19,400.02
-0.96,3.7,0.73,97.9,-67.99,173.65
-0.6,2.27,0.92,-117.19,83.62,51.03
-0.41,1.39,0.31,44.68,64.7,28.63
-0.23,1.09,0.16,37.6,47.06,-9.4
-3.52,-2.32,2.4,-125.61,-34.67,75.2
-4,-1.87,2.7,6.47,360.78,497.25
-4,1.13,0.31,574.89,189.76,950.44
-4,4,0.91,452.39,-312.07,1123.17
-4,4,2.19,-197.27,-248.47,693.48
-3.89,4,0.92,-235.23,177.43,542.48
-1.36,4,0.16,140.93,-110.66,198
-0.57,2.5,0.97,-174.62,43.88,-12.27
-0.38,1.28,0.84,-64.94,38.7,-31.68
-0.15,1.13,0.51,40.28,28.87,-69.58
-3.03,-2.75,1.81,-211.12,102.29,-36.25
-4,-1.79,2.19,100.04,132.51,445.43
-4,0.26,0.98,394.29,153.93,851.01
-4,3.42,0.49,423.4,-39.12,993.16
-4,4,2.11,310.42,-378.91,808.47
-2.28,4,2.02,-290.34,-50.42,332.76
-1.23,3.46,0.65,-391.54,265.62,143.43
-0.59,3.65,0.97,210.57,38.15,94.54
-0.74,1.33,0.09,-52.49,214.6,-110.9
0,1.24,0.19,-32.41,13.24,-49.38
-3.37,-2.78,1.88,-149.66,-18.8,-64.21
-4,-2.25,2.59,-18.19,337.95,533.69
-4,1.67,1.24,335.57,246.34,1002.44
-4,4,1.67,460.33,-23.93,1213.26
-4,4,3.4,152.53,-165.22,827.51
-4,4,-0.76,14.65,234.56,780.46
1,4,1.07,331.91,-235.41,-144.84
-1.88,0.05,1.35,-428.1,129.94,-100.59
-0.45,1.26,0.4,317.93,-84.23,46.33
-0.27,1.43,0.47,-6.59,-12.21,-37.41
-4,3.96,0.35,472.6,-19.04,1084.29
-4,4,2.48,273.19,-397.28,1044.74
-4,4,2.47,-270.87,236.76,638.43
-2.59,4,0,321.11,-146.36,427.92
-0.39,3.94,1.97,-173.16,-62.44,154.79
-1.01,1.49,1.62,-11.29,73.24,-14.16
-0.6,1.07,0.23,104.61,83.07,-27.28
-0.46,1.02,0.58,-84.11,31.62,-59.2
-0.44,0.98,0.94,-84.59,24.54,-81.48
-0.58,1.1,0.67,-22.71,39.31,-120.67
-3.04,4,0.62,43.58,-31.62,656.01
0.61,4,2.42,-59.88,-101.38,185.49
-0.79,1.44,1.27,105.1,62.44,-98.02
-0.19,0.5,0.5,15.5,2.81,-65.73
-0.11,0.44,1.03,-80.99,17.09,-53.59
-0.12,0.55,0.91,-49.01,35.16,-63.78
-0.24,0.72,0.6,-34.48,35.4,-67.44
-0.44,1.18,0.49,-66.22,6.59,-104.92
-0.73,1.69,0.75,-145.63,2.2,-154.17
-0.78,2.63,0.92,-340.88,-13.61,-255.07
-3.56,-2.18,1.53,100.65,-49.38,134.58
-4,-1.24,1.81,127.5,-33.57,581.3
-4,1.76,1.6,81.18,104.86,1136.41
-4,4,2.91,498.66,-246.83,1237.67
-4,4,4,136.84,-357.85,813.72
-3.73,4,-0.79,-286.56,349,723.51
-0.2,4,0.83,207.95,-281.98,167.85
-1.04,1.21,1.2,-198.79,76.17,-44.07
-0.16,1.24,0.62,109.68,-32.84,10.01
-0.09,1.08,0.66,-38.09,6.53,-49.13
-3.55,-2.71,1.87,-75.44,131.65,244.14
-4,-1.56,1.98,117.37,133.12,668.15
-4,0.96,1.61,217.71,27.77,955.81
-4,4,3.39,385.07,-174.13,892.7
-4,4,3.7,212.04,-172,573.85
-1.94,4,0.49,-117.98,78.8,522.89
-0.19,3.97,1.48,-10.19,-55.05,143.74
-0.13,2,1.13,39.92,77.7,-68.73
-0.31,0.71,0.22,40.89,25.21,-77.15
-0.11,0.59,0.53,-58.72,-1.71,-75.5
-4,3.38,0.88,448.18,-174.19,961.12
-4,4,2.84,120.3,-319.09,794.25
-4,3.88,1.42,-319.09,263.24,594.79
-2.6,4,0.62,309.81,-203.37,311.16
-0.75,2.64,1.13,-181.52,42.36,92.77
-1.38,0.73,0.9,-81.97,110.84,18.25
-0.74,1,0.15,155.88,41.38,51.57
-0.54,0.91,0.36,-117.8,71.11,1.4
-0.45,0.94,0.52,-93.14,62.68,-18.68
-0.43,1.04,0.38,-4.39,52.49,-63.23
-4,2.71,0.53,548.28,16.24,963.81
-4,4,1.04,383.79,-290.41,1061.89
-4,4,2.57,47.91,-257.63,789.98
-3.58,4,-0.71,-73.3,182.68,556.21
-0.97,3.65,0.99,112,-342.59,173.89
-1.27,1.19,1.01,-364.62,142.76,-15.26
-1.4,0.62,0.64,73.91,58.72,105.96
-0.38,1.41,0.3,57.62,-20.87,78.43
-0.78,0.87,0.49,-206.12,89.78,-37.96
-0.87,0.61,0.42,-60.18,61.77,-8.48
-4,-2.81,1.95,134.4,-59.88,273.68
-4,-2.1,1.94,138.31,133.48,754.64
-4,2.03,2.84,436.71,-300.72,1034.24
-4,4,4,169.56,-224.24,707.58
-4,4,3.97,48.16,-47.24,809.14
1.94,4,2.59,1.65,-115.23,394.23
-1.44,1.08,0.98,74.95,173.22,-211.85
-0.27,0.16,-0.22,155.03,-44.86,-83.5
0.26,0.15,1.05,-114.2,14.71,43.27
0.27,0.59,0.99,-68.42,38.82,9.64
-3.05,-2,2.75,13.06,28.93,156.01
-4,-1.83,2.81,131.35,266.91,543.64
-4,1.03,2.33,606.87,-66.35,1009.58
-4,3.98,4,505.62,-273.68,997.13
-4,4,4,237.55,-266.11,608.64
-3.08,4,0.94,-15.2,27.4,564.27
0,4,1.68,-73.61,-82.03,195.8
-0.34,1.37,1.07,8,57.5,-66.59
-0.27,0.6,0.38,62.56,18.13,-79.41
-0.13,0.36,0.64,-71.35,28.75,-61.28
-3,-1.97,2.42,-126.59,168.27,118.16
-4,-1.85,2.47,57.74,496.03,507.75
-4,1.13,1.74,600.83,216.13,997.8
-4,4,2.95,755.37,-233.28,1175.78
-4,4,4,106.45,-246.4,746.22
-3.99,4,0.55,-43.88,135.8,679.81
-0.74,4,2.49,49.74,-224.55,185.42
-1.3,1.63,1.83,-4.39,67.26,-43.76
-0.23,1.2,0.53,79.53,2.38,-7.39
-0.26,0.83,0.77,-105.22,21.85,-62.13
-4,-1.1,2.55,67.63,309.57,503.66
-4,1.19,1.12,474.85,140.5,827.33
-4,3.75,1.08,551.21,-114.38,1167.66
-4,4,2.53,253.72,-477.29,929.63
-4,4,-0.17,-644.84,286.07,664.25
-3.14,4,1.32,255.62,-361.69,420.84
-0.33,2.9,2.26,-199.04,72.14,57.19
-1.95,0.49,0.6,25.02,158.81,47.73
-0.21,1.32,0.16,147.46,-73.06,57.98
-0.42,0.92,0.69,-187.62,72.45,-32.23
-3.74,-2.87,2.83,-43.76,149.9,219.79
-4,-0.43,1.86,380,51.45,673.83
-4,2.39,1.55,358.58,-109.92,1042.36
-4,4,3.06,460.57,-496.58,925.42
-4,4,0.83,-374.33,62.26,695.62
-3.35,4,0.51,52.49,-119.32,546.45
-0.66,2.93,2.43,-19.23,-190.8,75.93
-1.78,0.61,0.85,-228.03,291.32,-25.57
-0.88,1.11,-0.18,219.18,-84.35,112.3
-0.37,1.11,0.46,-139.65,16.66,28.56
-4,-2.01,2.41,-76.29,133.79,20.14
-4,-0.57,2.08,187.56,355.47,602.54
-4,2.6,0.64,496.09,115.72,1108.4
-4,4,2.24,396.79,-377.99,1201.78
-4,4,3.7,-140.81,-169.86,867.8
-3.19,4,-0.51,82.21,200.74,697.75
-0.23,4,0.8,93.26,-189.94,94.73
-1.57,0.74,0.88,-151.67,43.52,17.4
-0.33,1.38,0.45,73.61,-56.15,70.31
-0.26,1.4,0.48,-62.93,-14.59,8.54
-4,-2.45,0.78,-232.24,319.64,25.09
-4,0.07,1.82,-44.13,385.25,565.55
-4,2.19,1.29,531.43,232.73,957.52
-4,4,1.89,681.64,-186.28,1213.75
-4,4,4,397.46,-556.64,1014.59
-4,4,1.6,-184.02,8.97,856.02
-1.98,4,3.01,152.16,-334.41,325.44
