aX,aY,aZ,gX,gY,gZ
-4,-1.37,0.6,-96.68,-109.44,-346.68
-2.98,-0.38,0.93,-44.19,-104,-81.91
-2.24,-0.31,1.29,-109.5,65,23.44
-1.82,-0.07,0.84,0.73,127.2,138.85
-1.46,0.15,0.53,42.79,118.53,198.91
-4,4,-1.17,163.39,259.95,-818.24
-4,4,-3.31,339.9,141.36,-1497.01
-4,4,-4,390.26,147.09,-1358.4
-4,4,-2.59,-22.64,175.96,-1273.99
-4,-2.11,0.31,-127.87,-66.41,-776.49
-4,-0.48,0.38,85.02,-25.33,-185.18
-3.16,-0.83,0.75,-10.31,38.76,-55.54
-1.98,-0.37,0.68,-17.94,79.65,134.16
-1.36,-0.08,0.55,-58.04,113.1,180.66
-1.25,0.04,0.37,-39.86,142.76,218.02
-4,4,-1.77,-3.97,103.76,-1210.21
-4,4,-1.79,280.76,-73.49,-1819.4
-4,4,-2.09,49.01,57.37,-1335.14
-4,1.6,0.29,-102.36,-119.93,-1019.78
-4,-0.93,0.81,13.98,-21.91,-497.01
-3.53,-0.71,0.48,50.96,-41.44,-190.73
-2.23,-0.09,0.51,44.92,59.51,-29.24
-1.9,-0.51,0.25,-24.6,111.39,69.46
-1.46,-0.39,0.57,-74.83,71.17,174.44
-1.29,-0.34,0.61,25.39,97.66,214.29
-4,4,-3.07,130.68,88.01,-1185.67
-4,4,-3.95,398.13,-19.41,-1707.52
-4,4,-1.27,260.86,361.88,-1721.44
-4,2.51,0.61,-344.06,-10.38,-899.11
-4,0.2,2.12,-134.4,125.37,-459.11
-3.69,-0.03,0.83,72.39,27.77,-336.55
-2.39,0.12,1.09,-23.01,-39.37,13
-1.85,-0.22,1.31,-75.56,48.89,116.09
-1.76,-0.25,0.97,-53.04,140.14,193.12
-1.85,0.03,0.57,16.6,102.48,346.98
-4,4,-4,473.63,123.96,-1513.06
-4,4,-1.81,175.48,241.15,-1670.29
-4,4,-1.88,57.19,-32.35,-1221.92
-4,0.71,0.44,132.45,-77.94,-890.38
-4,-0.46,0.23,-31.43,124.76,-359.25
-3.65,-0.55,0.84,124.88,-1.46,-72.88
-2.58,-1,0.69,49.13,179.02,37.17
-1.91,-0.81,0.16,-21.06,186.28,193.6
-1.23,0.32,0.23,19.29,88.75,308.29
-1.24,0.55,0.3,26.37,31.49,355.96
-4,4,-3.04,226.2,-164.18,-1821.78
-4,4,-0.56,37.96,-143.43,-1490.97
-4,4,-0.21,-38.15,71.9,-1414.79
-4,0.9,1.91,-99.43,-166.56,-700.99
-4,0.18,1.42,44.56,91.61,-306.82
-3.44,-0.48,0.95,92.41,60.79,-117.55
-2.39,-0.57,1.02,19.23,55.3,96.31
-1.63,-0.35,0.81,40.71,131.29,193.73
-1.47,-0.26,0.16,82.64,136.23,298.46
-1.44,0.57,0.14,108.58,15.26,435.36
-4,4,-2.1,460.51,-333.56,-1531.13
-4,4,-0.31,13.79,60.49,-1614.69
-4,4,-0.35,8.61,-74.58,-1183.96
-4,0.97,1.4,-15.14,-51.82,-703.31
-4,-1.15,0.88,-61.46,177.43,-317.08
-2.92,-0.29,0.77,-111.45,179.08,-1.95
-1.96,0.31,0.88,38.39,107.91,90.21
-1.63,-0.15,0.67,117.37,65.37,203.8
-1.17,0.2,0.49,31.62,84.05,298.16
-1.27,0.34,0.63,11.11,97.05,375.55
-4,4,-1.77,221.68,60.73,-1545.23
-4,4,-0.04,115.97,-118.96,-1478.27
-4,3.64,-1.06,-215.45,52.55,-1123.84
-4,0.64,1.06,-27.34,-162.54,-888.31
-4,-0.81,1.51,8.48,-70.43,-486.45
-3.27,-0.56,1.09,-63.96,110.11,-186.46
-2.15,-0.73,1.11,-88.2,162.05,-68.97
-1.49,-0.49,1.08,24.66,137.94,55.3
-0.98,-0.42,0.91,72.02,143.13,128.17
-0.5,-0.39,0.75,87.83,167.72,192.32
-3.99,3.72,-0.09,161.99,303.59,-225.71
-4,4,-1.85,47,228.27,-466.86
-4,3.57,-1.57,18.31,-77.09,-919.31
-4,4,-1.08,240.17,-211.73,-1450.68
-4,4,-2.34,71.41,-82.52,-1427.55
-4,3.57,-1.48,-3.72,-108.7,-1394.17
-4,-2.9,1.63,-111.63,-116.27,-1000.24
-4,-2.79,1.28,13.24,6.35,-230.16
-3.41,-1.86,1.28,132.26,34.06,103.21
-2.34,-0.2,0.78,102.84,62.26,329.04
-4,4,-1.01,224.85,145.57,-490.42
-4,4,-3.04,188.66,211.24,-950.32
-4,4,-4,195.01,51.33,-1281.31
-4,4,-4,299.99,-160.1,-1597.29
-4,4,-3.99,312.26,-247.13,-1239.62
-4,0.5,-0.33,-66.16,-16.54,-892.15
-4,-0.63,0.75,5.31,36.38,-342.41
-3.51,-0.99,1.18,20.26,49.07,-115.42
-2.45,-0.5,1.24,45.1,96.5,77.7
-1.93,0,0.9,30.33,140.87,196.47
-4,3.97,-0.53,-25.39,46.63,-321.41
-4,4,-2.45,213.81,50.66,-839.66
-4,4,-3.68,209.72,-357.48,-1155.52
-4,4,-3.78,415.41,-157.41,-1283.57
-4,4,-3.43,204.59,0.43,-1321.72
-4,-0.63,-0.38,-302,-219.06,-830.57
-4,-2.97,1.91,74.83,-127.14,-395.94
-3.58,-1.95,0.74,121.52,39.61,-149.05
-2.36,-0.55,0.86,51.33,57.43,80.63
-1.68,-0.02,0.66,59.57,92.59,162.29
-4,4,-0.53,111.63,199.28,-534.79
-4,4,-2.48,284.18,156.43,-983.15
-4,4,-1.3,266.11,81.73,-1328.67
-4,3.34,-2.13,67.26,254.33,-1227.29
-4,0.74,-1.3,-199.65,1.34,-1045.23
-4,-2.76,1.6,-123.9,-214.78,-677.31
-3.85,-2.27,1.84,-3.23,36.56,-282.65
-2.72,-1.88,1.13,-29.36,82.03,-113.71
-1.93,-1.15,0.91,106.14,88.81,115.54
-1.62,-0.1,0.75,69.52,99.67,254.15
-4,4,-4,310.3,-14.34,-970.46
-4,3.14,-4,299.93,-145.81,-1180.66
-4,2.63,-4,413.02,-69.95,-1250.43
-4,-0.01,-3.49,-15.38,-174.87,-1060.55
-4,-3.13,0.42,102.23,-356.81,-577.39
-3.88,-2.73,0.45,28.69,-25.21,-242.68
-2.69,-1.96,0.77,-60.67,-8.67,16.6
-2.04,-0.61,1.07,49.99,24.9,206.79
-1.52,-0.23,0.71,22.09,94.48,261.66
-1.65,-0.16,0.31,-15.44,127.26,321.23
-4,4,-2.71,311.58,164.73,-1077.7
-4,4,-1.93,146.3,93.93,-1355.96
-4,3.7,-2.85,326.66,188.35,-1254.76
-4,2.25,-2,129.88,122.5,-1084.96
-4,-0.73,-0.21,-83.07,86.06,-801.94
-4,-2.35,0.33,-64.45,42.66,-403.2
-3.2,-2.18,0.84,29.24,10.8,-94.3
-2.46,-0.99,1.02,11.11,82.09,98.57
-1.87,-0.18,0.71,-50.23,105.71,215.21
-1.57,-0.06,0.4,-69.89,112.12,281.07
-4,4,-3.19,62.56,31.56,-836.79
-4,4,-3.65,309.2,-129.58,-1184.51
-4,4,-3.98,307.43,-61.83,-1348.33
-4,4,-3.05,236.88,-52.31,-1367.25
-4,-0.94,-0.2,-267.4,-239.93,-879.7
-4,-1.78,0.57,58.78,-68.36,-445.92
-3.47,-1.2,0.5,19.35,-56.58,-227.23
-2.63,-0.41,0.95,-91.74,-8.67,-19.29
-2.06,-0.55,1.09,-128.23,35.64,76.23
-1.65,-0.63,0.84,-37.29,163.45,202.64
-3.73,2.78,1.23,50.6,86.55,-101.5
-4,3.37,0.8,15.93,179.08,-285.16
-4,4,-1.26,-12.63,302.92,-674.99
-4,3.63,-2.13,25.02,169.68,-1214.42
-4,4,-1.64,96.98,3.17,-1444.89
-4,4,-2.19,125.18,25.94,-1417.36
-4,1.9,-1.32,44.98,-102.42,-1230.35
-4,-1.71,0.5,-25.51,17.58,-592.53
-4,-2.58,0.49,-33.2,93.75,-287.66
-2.98,-1.47,1.02,39.61,51.27,17.09
-3.7,3.06,-0.45,66.22,158.26,-174.5
-4,4,-2.81,228.39,348.51,-320.07
-4,4,-4,196.53,-74.83,-940.98
-4,4,-4,461.79,-226.14,-1345.34
-4,4,-4,438.42,-144.17,-1285.58
-4,4,-2.91,243.77,42.48,-1406.86
-4,-1.04,0.12,-67.44,-194.46,-689.64
-4,-0.29,0.07,147.22,18.98,-351.68
-3.72,-1.38,0.31,-55.3,133,-181.82
-2.45,-1,0.78,-61.65,117,90.64
-3.67,3.27,-0.4,137.63,42.3,-143.68
-4,4,-1,247.99,49.5,-361.08
-4,4,-4,661.32,253.36,-948.12
-4,4,-4,606.32,97.41,-1212.71
-4,4,-4,702.45,224.79,-1320.74
-4,4,-4,504.58,3.78,-996.52
-4,0.63,-2.86,-1.71,160.34,-992.49
-4,-1.5,-0.56,125.92,14.89,-332.15
-3.43,-0.39,0.52,70.01,48.34,-24.11
-2.33,-0.12,0.6,-3.23,179.2,60.91
-3.83,3,-0.71,137.15,250.61,-169.37
-4,4,-2.83,285.34,236.45,-362.3
-4,4,-4,295.9,64.64,-979.55
-4,4,-4,456.42,-125,-1381.47
-4,4,-4,459.9,-53.53,-1281.01
-4,4,-4,302.92,-64.94,-1370.79
-4,-0.37,-1.19,62.81,-129.09,-593.38
-4,-1.7,0.41,60.55,-8.97,-290.83
-3.56,-1.32,0.2,-28.81,122.44,-33.87
-2.19,0,0.51,-62.99,113.53,184.08
-4,3.27,-0.22,160.34,172.91,-213.81
-4,4,-1.27,193.85,147.95,-561.04
-4,4,-3.53,165.34,103.09,-1296.57
-4,4,-4,427,-153.32,-1808.41
-4,4,-4,-96.37,-81.12,-1262.33
-4,1.67,-2.92,-6.29,-424.8,-1001.95
-4,-0.89,0.97,73.43,-232.18,-590.76
-3.81,-0.64,1.03,-11.9,-21.48,-200.5
-2.38,0.17,0.77,39.06,-42.97,4.58
-1.83,0.44,0.77,68.36,17.82,90.7
-4,4,0.25,174.44,118.59,-220.52
-4,4,-2.43,95.46,245.42,-549.68
-4,4,-4,265.44,146.73,-1009.58
-4,4,-4,290.89,-133.91,-1447.02
-4,4,-4,283.87,-166.32,-1373.41
-4,3.3,-3.5,117.43,-200.62,-1213.2
-4,-1.66,1.35,-145.08,-92.59,-671.57
-4,-1.41,1.27,-149.23,79.22,-162.6
-2.35,0.39,0.85,30.7,-7.51,43.58
-1.5,0.87,0.6,19.96,40.22,77.09
-3.58,3.26,-0.49,-20.69,8.24,-185.79
-4,4,-0.7,27.95,-10.99,-336.3
-4,4,-2.52,454.1,127.62,-975.65
-4,4,-4,219.79,211.55,-1353.15
-4,4,-3.19,191.22,-74.34,-1366.76
-4,3.56,-3.92,203.43,-126.71,-1459.84
-4,-0.11,-1.14,-56.09,-186.77,-614.38
-4,-0.58,-0.3,-76.66,-30.03,-319.34
-3.03,-0.79,0.72,-98.02,33.26,-164.73
-2.33,-0.47,1.12,-88.81,98.39,44.31
-3.93,3.41,-0.44,207.46,78.86,-226.75
-4,4,-1.61,267.82,54.93,-455.99
-4,4,-2.67,246.22,182.92,-1075.87
-4,4,-4,457.58,-54.08,-1415.89
-4,4,-4,202.45,115.91,-1414.73
-4,1.63,-3.25,22.28,-200.74,-1078.61
-4,-1.52,0.37,18.49,-220.03,-591.55
-4,-1.6,0.53,-59.45,60.06,-225.28
-2.85,-0.45,0.85,-42.18,81.48,30.46
-1.84,0.15,0.69,-26.06,140.87,114.07
-3.84,3.27,0.09,147.16,133.61,-134.58
-4,3.48,-0.96,143.74,197.57,-394.47
-4,3.99,-3.2,252.81,123.84,-818.05
-4,4,-4,315.43,38.02,-1312.81
-4,4,-4,318.36,-11.41,-1517.15
-4,2.92,-4,259.28,-144.53,-1130.55
-4,-2.82,0.82,-35.58,-82.95,-822.33
-4,-2.05,0.3,85.02,84.41,-304.81
-2.41,-0.77,0.56,-29.79,106.32,-26.43
-1.34,0.38,0.56,-20.2,84.05,93.14
-3.58,3.29,0.54,88.01,97.17,-122.86
-4,3.54,-0.46,113.34,226.2,-322.94
-4,4,-2.78,141.11,306.58,-809.33
-4,3.1,-3.68,146.61,22.34,-1165.28
-4,2.83,-3.03,236.69,-40.83,-1358.89
-4,4,-2.25,509.22,134.89,-1600.34
-4,0.62,-1.36,-199.83,-7.02,-875.18
-4,-1.42,0.89,-68.48,-56.7,-382.75
-3.85,-1.78,1.07,82.89,-34.55,-160.46
-2.53,-1.07,0.39,23.5,89.66,126.34
-3.63,3.55,-0.65,173.46,165.77,-95.89
-4,4,-1.92,-25.39,48.46,-421.08
-4,2.89,-2.28,8.67,1.1,-742
-4,4,-4,485.17,-99.61,-1107.06
-4,4,-4,278.02,-324.77,-1349.12
-4,4,-4,439.03,-166.26,-1456.18
-4,-1.45,-1.21,-80.32,-268.8,-1004.76
-4,-2.84,0.35,11.29,99.73,-329.04
-3.63,-1.49,0.43,58.78,183.9,4.58
-1.37,0.56,0.08,56.88,174.74,142.76
-3.85,3.22,-0.55,165.89,58.47,-240.78
-4,4,-2.04,243.41,77.7,-504.7
-4,4,-3.68,151.86,65.73,-1070.37
-4,4,-3.67,315.12,-187.99,-1328.31
-4,4,-3.34,413.21,51.82,-1612.92
-4,3.36,-2.41,-50.35,-194.64,-1138.37
-4,-0.76,1.01,-106.57,-70.56,-514.65
-4,-1.49,1.22,-7.02,-5.25,-278.08
-2.71,-0.99,1.27,23.68,34.85,-21.97
-1.69,-0.3,0.95,-4.58,86.36,192.63
-3.97,2.78,-0.59,40.59,108.28,-209.59
-4,4,-1.53,96.86,140.56,-435.24
-4,4,-3.92,305.11,31.43,-1164.73
-4,4,-4,138.61,-312.38,-1135.62
-4,3.99,-4,327.21,-208.07,-1241.7
-4,3.55,-3.73,192.57,-186.46,-1364.87
-4,-1.32,0.45,-253.54,-218.63,-591.92
-4,-1.57,1.43,17.76,64.76,-159.67
-2.88,-0.68,0.82,98.57,54.08,-18.07
-1.79,0.47,0.3,52.06,108.46,114.75
-3.88,3.75,-0.13,179.32,81.6,-185
-4,4,-1.24,183.17,113.95,-354.98
-4,4,-1.98,169.25,198,-906.8
-4,4,-2.55,504.58,50.42,-1317.08
-4,4,-3.05,275.21,78.12,-1204.1
-4,4,-2.84,82.46,161.62,-1336.67
-4,3.07,-1.46,155.46,-109.25,-1048.46
-4,-1.77,0.52,-71.96,-89.11,-548.77
-3.91,-1.27,0.81,-29.05,207.89,-200.5
-2.52,-0.65,0.8,0.67,96.25,70.98
-4,2.99,-0.42,149.9,89.97,-227.78
-4,4,-1.36,189.82,124.02,-462.22
-4,4,-4,362.49,216.8,-1124.08
-4,4,-4,235.66,37.23,-1389.83
-4,4,-4,241.7,-173.77,-1357.73
-4,3.95,-3.36,400.82,-222.72,-1430.05
-4,-1.66,0.5,1.89,-48.58,-476.5
-3.64,-1.6,0.68,29.36,161.8,-215.58
-2.1,0.05,0.35,97.29,148.74,-30.88
-1.1,0.58,0.42,-14.71,94.67,96.44
-3.68,3.3,-0.45,175.96,109.13,-186.83
-4,3.61,-1.2,79.04,85.21,-362.92
-4,3.24,-2.92,145.39,81.67,-776.37
-4,3.8,-2.83,129.88,-203.86,-1119.75
-4,3.63,-3.34,262.82,-299.62,-1244.75
-4,4,-2.07,246.4,-133.67,-1356.99
-4,3.2,-1.5,118.71,-206.24,-1044.86
-4,-3.02,0.4,-137.45,-64.03,-789.12
-4,-2.56,0.65,-43.27,119.69,-221.25
-2.81,-0.55,1.38,61.83,-11.84,22.09
-3.89,2.87,-0.94,109.68,182.43,-240.48
-4,4,-2.62,271,228.33,-531.8
-4,4,-3.42,315.8,77.33,-958.44
-4,4,-3.7,103.09,-107.36,-1198
-4,4,-2.55,237.12,-106.32,-1289.67
-4,0.68,-1.5,-23.86,-59.39,-1230.65
-4,-2.29,1.09,14.04,-151.37,-490.48
-4,-2.12,1.07,39.67,53.77,-309.63
-2.7,-1.84,0.83,18.86,62.32,-98.27
-1.93,-1.02,0.67,-11.23,18.68,108.64
-4,3.77,-0.65,195.07,75.32,-262.76
-4,4,-2.45,324.04,185.36,-653.75
-4,4,-4,326.66,-21.55,-1069.7
-4,4,-3.93,384.22,-137.94,-1258.73
-4,4,-4,521,27.47,-1303.96
-4,3.22,-2.15,44.49,-39.98,-864.5
-4,-1.55,0.81,-163.27,-0.98,-641.36
-3.73,-1.04,0.2,151.67,14.59,-226.62
-2.59,-0.58,0.3,58.29,-71.35,-12.82
-1.7,0.04,0.61,-52.43,14.59,124.27
-2.92,3.98,-0.38,135.19,51.76,-139.71
-4,4,-1.52,194.64,90.64,-390.14
-4,4,-4,390.01,62.5,-882.02
-4,4,-4,454.35,-140.01,-1300.23
-4,3.97,-4,307.31,-122.13,-1355.53
-4,1.62,-1.73,-63.96,-47.67,-987.79
-4,-1.23,1.7,-172.24,-13.37,-507.2
-3.19,-0.84,1.17,99.79,-3.05,-256.04
-2.05,-0.86,0.97,67.44,2.2,-45.78
-1.49,-0.7,0.82,101.07,25.94,156.92
-2.89,4,-0.4,144.29,89.66,-219.85
-4,4,-1.17,11.66,98.51,-443.12
-4,4,-2.23,356.81,-158.63,-910.1
-4,4,-1.3,315.98,-72.02,-1211
-4,4,-2.39,208.25,16.24,-1163.51
-4,3.1,-2.53,39.92,-46.02,-1022.52
-4,-1.13,-0.1,-184.57,-60.55,-878.05
-4,-2.44,0.4,89.6,-4.46,-299.74
-3.13,-1.35,0.65,135.74,9.77,-60.67
-2.29,-0.92,0.43,31.13,106.81,117.74
-4,4,-0.43,231.32,167.36,-275.88
-4,4,-2.05,157.29,104.19,-555.6
-4,4,-3.63,364.93,-53.59,-1122.38
-4,4,-2.96,316.04,40.47,-1276
-4,4,-3.5,157.71,138.31,-1178.1
-4,1.4,-1.74,35.1,-137.39,-1001.4
-4,-2.71,0.77,-64.7,-57.68,-562.74
-4,-2.56,0.47,1.22,86.49,-211.49
-2.74,-1.21,0.97,-14.04,71.96,49.68
-1.89,-0.2,0.86,28.56,93.81,145.39
-3.79,4,-2.26,244.26,-4.39,-224.3
-4,4,-3.94,342.29,-23.07,-642.33
-4,4,-4,413.51,-208.37,-1095.95
-4,4,-3.86,209.23,-252.5,-1236.15
-4,3.85,-3.47,59.81,-209.78,-1249.39
-4,-0.41,0.01,-401.61,-429.5,-907.47
-4,-1.21,1.93,44.98,-223.69,-354.37
-3.37,-0.83,1.95,45.9,-24.17,-126.4
-2.15,-0.14,1.28,63.72,138.24,82.4
-1.21,0.51,0.64,58.47,191.47,163.02
-3.78,4,-2.88,432.98,72.08,-464.36
-4,4,-3.52,555.91,-54.08,-640.01
-4,4,-3.53,266.24,16.05,-1132.02
-4,4,-3.99,252.38,-152.65,-1248.78
-4,3.92,-2.59,191.89,-52.67,-1027.16
-4,2.23,-0.59,-67.57,-36.87,-942.02
-4,-1.01,0.57,-71.66,-127.14,-705.26
-3.38,-1.11,0.92,-0.55,-21.18,-130
-2.36,-0.78,0.8,80.38,17.7,14.53
-1.97,-0.4,0.58,72.69,55.6,151.06
-4,4,-2.68,230.96,84.72,-443.36
-4,4,-4,481.81,-7.02,-929.08
-4,4,-4,295.78,-181.34,-1298.4
-4,4,-3.43,273.86,-99.06,-1265.32
-4,3.72,-2.97,161.62,-100.1,-1049.07
-4,-1.04,0.46,-229.68,-226.68,-763.67
-4,-2.14,0.34,124.94,38.39,-190.86
-2.77,-0.87,0.04,102.23,-7.2,45.84
-1.72,0.11,0.03,20.45,19.17,180.11
-1.21,0.28,0.06,-68.42,71.47,213.93
-4,4,-1.03,217.29,118.77,-594.79
-4,4,-3.17,150.63,63.35,-1098.88
-4,4,-4,255.25,-165.65,-1490.11
-4,4,-4,289.06,-177.92,-1512.02
-4,4,-3.32,-3.17,-105.41,-1195.8
-4,0.87,0.4,-28.69,-93.2,-659
-4,-1.04,0.78,77.33,-49.56,-323.24
-3.37,-1.05,0.9,2.62,-69.03,9.52
-1.94,0.08,1.07,15.01,27.22,154.91
-1.51,0.37,0.47,104.68,70.43,211.55
-4,3.44,-0.17,189.88,166.2,-119.57
-4,3.68,-0.15,115.78,147.52,-336.49
-4,2.8,-1.39,113.34,223.75,-690.06
-4,3.61,-2.96,206.12,232.36,-1149.66
-4,4,-2.34,144.71,153.02,-1639.95
-4,4,-3.93,234.25,-74.65,-1382.69
-4,2.47,-2.06,71.66,-16.3,-1055.05
-4,0.83,-0.08,68.85,-71.59,-799.5
-4,-1.92,0.93,-94.73,10.25,-342.9
-3.47,-1.34,1.11,-74.89,111.88,29.79
-3.7,3.5,0.41,193.73,141.91,-117.61
-4,4,-1.26,234.25,228.33,-418.21
-4,4,-1.45,-101.93,35.4,-1122.01
-4,4,-3.23,328.55,-139.89,-1633.97
-4,4,-1.84,345.4,49.13,-1963.44
-4,4,-1.06,-93.38,-20.51,-1093.93
-4,2.64,0.92,-239.87,-177.12,-892.4
-4,-1.19,1.7,99.24,30.64,-335.21
-3.65,-0.62,1.38,20.57,141.36,113.04
-1.67,0.75,1.01,26.98,163.94,292.24
-3.33,3.54,0.4,200.56,116.03,-153.81
-4,4,-0.38,167.18,143.92,-275.33
-4,4,-0.74,120.24,196.47,-625.79
-4,4,-3.48,312.32,120.42,-1329.04
-4,4,-2.57,83.98,60.73,-1324.65
-4,4,-1.8,38.82,159.24,-1466.86
-4,2.4,-0.18,-6.35,-25.94,-1254.27
-4,-2.64,1.87,-135.25,36.8,-448.79
-3.99,-2.37,0.71,-75.44,224.43,-71.53
-2.2,-0.81,0.85,26,51.03,183.53
-4,3.01,0.54,224.37,213.32,-166.63
-4,4,-0.39,216.25,227.05,-307.01
-4,4,-2.4,302.49,290.59,-894.04
-4,4,-3.73,336.49,166.32,-1392.82
-4,4,-4,247.56,336.06,-1347.29
-4,4,-4,166.75,15.56,-1351.38
-4,0.87,-2.49,167.36,-175.11,-972.11
-4,-2.9,-0.59,80.63,85.51,-564.94
-3.76,-2.62,0.42,-11.96,127.56,-114.14
-1.79,0.09,1.12,4.33,53.16,120.85
-3.29,4,0.13,138.37,102.97,-23.99
-4,4,-0.95,87.04,172.18,-263.92
-4,4,-1.94,158.63,133.12,-621.77
-4,4,-0.42,208.56,122.25,-1288.51
-4,4,-1.67,168.4,-6.35,-1283.94
-4,4,-3.01,124.63,-145.14,-1345.64
-4,3.49,-3.69,145.51,-241.15,-1334.17
-4,-1.9,-0.6,3.42,-73.73,-598.14
-4,-2.18,0.13,26.92,60.36,-288.57
-2.93,-0.88,0.48,28.32,158.08,-62.74
-3.91,3.4,0.4,177.31,153.69,-151.37
-4,4,-0.81,152.04,180.6,-361.82
-4,4,-2.01,181.15,115.91,-942.63
-4,4,-3.17,319.76,128.23,-1579.16
-4,4,-2.7,150.94,48.95,-1322.02
-4,3.89,-2.72,223.21,107.3,-1438.84
-4,-0.61,0.24,-15.32,-34.67,-985.41
-4,-1.4,0.59,-33.08,110.35,-246.22
-2.58,-0.97,1.15,-71.53,111.27,-58.35
-1.47,-0.29,1.21,-5,115.91,121.09
-4,3.47,-0.15,122.5,42.42,-158.45
-4,4,-0.76,121.58,17.21,-532.53
-4,4,-4,17.76,84.72,-1278.02
-4,4,-4,288.88,-328.49,-1453
-4,4,-4,353.58,-202.33,-1613.95
-4,1.23,-1.09,-46.26,-418.46,-721.98
-4,-0.17,0.02,210.88,-153.93,-503.36
-3.93,-1.14,-0.5,9.89,50.72,-245.54
-2.29,-0.38,0.5,-31.25,-11.23,-27.53
-1.8,-0.73,1.13,-40.89,129.33,47.55
-2.59,3.83,-0.96,238.34,95.4,-109.68
-4,4,-2.37,446.78,207.15,-266.3
-4,4,-4,497.62,52.43,-888.92
-4,4,-4,636.17,5.68,-1345.95
-4,4,-4,492.25,-40.71,-1135.99
-4,4,-4,366.58,102.97,-1151.67
-4,-0.91,-1.65,301.88,-54.93,-727.84
-4,-1.68,-0.82,94.42,-2.26,-237.24
-2.89,-0.89,-0.48,57.19,87.04,-23.13
-1.53,-0.31,-0.11,-66.22,109.99,112.61
-3.63,4,-0.01,141.66,32.35,-221.13
-4,4,-2,327.03,67.38,-555.48
-4,4,-4,380.49,103.88,-1130.19
-4,4,-4,484.8,30.4,-1437.68
-4,4,-4,271.06,-30.52,-1387.02
-4,4,-4,264.77,-146.61,-1105.22
-4,-0.28,-1.25,149.11,9.46,-683.84
-4,-1.58,0.47,-76.72,142.4,-169.25
-2.57,-0.23,0.75,37.23,-1.04,55.11
-1.52,0.22,0.49,86.85,70.31,93.63
-3.79,3.48,-0.2,209.53,24.17,-206.67
-4,4,-0.85,261.41,23.56,-421.33
-4,4,-1.43,471.74,342.59,-1060.55
-4,4,-2.48,113.53,406.62,-1271.73
-4,4,-0.55,137.08,261.23,-1399.35
-4,3.23,-1.46,274.17,118.04,-1166.56
-4,-0.81,-0.04,-50.54,91,-734.31
-3.83,-1.33,0.74,-80.87,112.79,-283.45
-2.7,-1.52,0.54,-57.01,119.87,-31.37
-1.72,-0.57,0.69,-13.49,42.36,155.09
-3.32,4,0.11,204.53,18.74,-150.33
-4,4,-0.29,239.5,93.02,-449.89
-4,4,-3.58,108.52,118.47,-1276.92
-4,4,-3.51,269.84,27.53,-1788.21
-4,4,-3.58,9.52,-60.79,-1356.57
-4,1.5,-0.69,105.77,-223.82,-1146.67
-4,-1.29,1.01,77.88,70.13,-395.63
-3.32,-0.58,0.47,26.67,167.85,-73.67
-1.65,-0.35,0.62,70.13,108.09,59.39
-0.97,-0.75,0.69,53.47,137.82,117.68
-3.49,3.67,0.21,218.63,114.56,-137.94
-4,4,0.2,143.19,134.77,-345.64
-4,4,-0.07,-12.76,305.48,-947.2
-4,4,-3.7,292.85,241.33,-1435.36
-4,4,-1.29,48.16,88.56,-1350.77
-4,2.83,-1.7,92.1,102.36,-1219.36
-4,-1.08,1.09,-16.54,-75.56,-850.71
-4,-2.18,1.08,-52.92,207.89,-363.95
-2.41,-1.15,0.54,7.93,127.01,-48.95
-1.23,-0.33,0.69,57.98,91.61,54.69
-3.36,3.7,0.31,135.68,91.31,-84.96
-4,4,0.12,88.26,76.42,-347.29
-4,4,-1,69.52,219.36,-877.99
-4,4,-3.09,437.62,122.8,-1316.41
-4,4,-2.06,90.15,141.3,-1238.1
-4,2.32,-1.47,171.33,133.79,-1116.82
-4,0.62,0.32,53.47,28.63,-978.88
-4,-2.41,0.29,44.31,104,-378.97
-2.47,-1.26,0.45,13.79,45.41,-95.09
-1.6,-0.93,0.8,-24.9,37.9,8.61
-3.16,4,-0.24,101.62,23.07,-327.39
-4,4,-0.64,216.06,-32.9,-590.15
-4,4,0.12,-117.86,-175.9,-925.42
-4,4,1.19,8.73,-199.46,-1277.04
-4,4,1.06,105.22,-91.19,-1210.75
-4,2.84,0.97,-265.08,-22.03,-920.65
-4,-0.97,1.66,-81.18,-59.08,-779.91
-4,-2.1,0.73,-74.1,93.38,-312.99
-2.43,-0.95,0.8,-6.96,60.12,-60
-1.57,-0.51,0.87,33.08,69.58,61.77
-2.49,4,-0.91,205.02,47.67,-160.46
-4,4,-2.4,322.08,98.57,-410.58
-4,4,-4,426.09,23.86,-1003.91
-4,4,-3.23,643.86,32.17,-1239.75
-4,4,-3.47,-44.19,117,-1169.13
-4,0.61,-1.07,5,-180.6,-1085.82
-4,-1.81,0.67,114.62,-54.69,-414.73
-3.16,-1.19,0.4,32.78,98.14,-124.27
-1.49,-0.03,0.25,90.27,40.95,12.02
-0.8,-0.09,0.34,8.18,89.48,68.54
-3.26,4,-0.1,25.39,96.5,-316.71
-4,4,-2.43,420.47,24.35,-686.95
-4,4,-2.32,124.82,-80.32,-1245.48
-4,4,-3.98,145.02,-21.67,-1279.79
-4,4,-3.18,17.09,-121.7,-1086.49
-4,0.98,-0.01,-37.6,-261.78,-860.17
-4,-1.63,1.94,23.25,51.27,-380.92
-3.26,-1.19,0.91,96.07,103.7,-79.04
-1.73,0.05,0.51,141.78,16.05,78.06
